text,category
Therapy session cost me 193.33 this morning,Healthcare
purchased Phone bill AT&T for $336.06,Utilities
Spent $448.02 on Physical therapy,Healthcare
coffee shop bakerview,Food
electric bill txn-98207596,Utilities
I bought Online shopping order $433.30,Shopping
Bought Doctor visit for $149.65,Healthcare
i spent 472.52 on lunch at work,Food
Spent $34.02 on Heating bill,Utilities
paid 219.31 for doctor copay last month,Other
I paid $99.74 at Electronics store,Shopping
charged $307.30 to dental checkup,Healthcare
Spent 146.92 on McDonalds eZyYNs,Food
had to pay $11.52 for Pharmacy,Other
Clothing store $452.56,Shopping
i spent 373.40 on haircut this morning,Other
Movie theater,Entertainment
Taxi TXN-31816045,Transport
maintenance,Housing
had to pay $218.21 for Pizza delivery,Food
Spent 325.30 on Heating bill,Utilities
had to pay $486.97 for zoo visit,Entertainment
coursera subscription jacobsborough,Education
Disney+ subscription North Timothystad,Subscription
purchased trash collection for $214.28,Utilities
purchased Gift for $269.33 today,Other
Coffee shop,Food
Health insurance premium,Healthcare
Paid 459.89 for Online course last month,Education
Clothing store Beasleyfort,Shopping
purchased Shoes purchase for $25.34 this week,Shopping
purchased School supplies for $449.51,Education
I paid $43.23 at Coursera subscription,Education
Dining at Olive Garden 03/02,Food
$206.81 for Comedy show this week,Entertainment
Karaoke night 01/02,Entertainment
had to pay $440.59 for hbo max,Subscription
online course 02/19,Education
I paid $30.61 at Book purchase on 04/11,Other
Maintenance,Housing
had to pay $199.29 for subway pass,Transport
Gym membership Katelynfurt,Subscription
had to pay $107.16 for concert tickets on 02/23,Entertainment
bought google one storage for $221.46 last month,Subscription
had to pay $496.83 for Gift,Other
had to pay $287.32 for mcdonalds,Food
Amazon purchase 03/17,Shopping
Home insurance cost me 75.93 this week,Housing
i spent $440.74 on subway pass,Transport
therapy session 03/31,Healthcare
Paid $123.76 for Therapy session MNLPpC,Healthcare
Adobe Creative Cloud,Subscription
I paid $457.88 at Museum tickets,Entertainment
I bought Subway sandwich $117.38 on 01/19,Food
Microsoft 365 TXN-38566035,Subscription
Online course,Education
had to pay $8.55 for trash collection,Utilities
Property tax TXN-74302369,Housing
Parking ticket TXN-73539551,Transport
YouTube Premium TXN-43478514,Subscription
purchased Dental checkup for $27.98,Healthcare
Dining at Olive Garden TXN-65632802,Food
Paid 476.60 for Car insurance,Transport
phone bill at&t $7.35,Utilities
I paid $417.39 at Disney+ subscription,Subscription
Paid 7.96 for Rent payment,Housing
had to pay $461.18 for Maintenance,Housing
Phone bill AT&T,Utilities
playstation plus cost $199.52 on monday,Subscription
I paid $302.90 at Target groceries,Food
Subway sandwich Meadowsstad,Food
Paid 29.81 for Heating bill,Utilities
$57.58 for Workshop fee,Education
online course $176.42,Education
Parking ticket,Transport
purchased uber trip for $420.38 this week,Transport
coursera subscription,Education
Spent 342.31 on Heating bill,Utilities
i paid $194.07 at starbucks,Food
Theme park 02/07,Entertainment
iCloud storage 01/03,Subscription
Online shopping order,Shopping
Charged $304.45 to Theme park,Entertainment
YouTube Premium TXN-05676996,Subscription
Paid $473.92 for Haircut,Other
i paid $283.94 at amazon prime,Subscription
Bus ticket 01/18,Transport
spent 37.69 on electronics store yesterday,Shopping
Car repair Amberbury,Transport
charged $188.37 to school supplies,Education
I spent $411.12 on Pharmacy prescription,Healthcare
House payment cost $76.72,Housing
house payment,Housing
Electronics store $272.13,Shopping
Amazon Prime 02/01,Subscription
Mortgage $453.81 this week,Housing
Home insurance Torresmouth,Housing
Online shopping order 01/01,Shopping
Bought Water bill for $200.49,Utilities
Spent 398.55 on Gas station,Transport
Jewelry purchase TXN-24107242,Shopping
Donation cost $24.39,Other
charged $441.94 to karaoke night today,Entertainment
I bought Dry cleaning $372.36 last week,Other
iCloud storage TXN-25907452,Subscription
Spent $417.17 on Mortgage today,Housing
Apple Music Weeksland,Subscription
$153.31 for Gas bill,Utilities
charged $53.07 to concert tickets,Entertainment
Electronics store cost me 426.17,Shopping
Paid 320.75 for Museum tickets,Entertainment
maintenance txn-29303397,Housing
Paid $286.14 for Theme park,Entertainment
purchased Subway pass for $190.41,Transport
Spent 292.09 on Phone bill AT&T,Utilities
Certification exam TXN-99499921,Education
playstation plus,Subscription
zoo visit 01/03,Entertainment
had to pay $345.46 for comedy show yesterday,Entertainment
I paid $92.86 at Language learning app on Monday,Education
Gym membership,Subscription
Car repair TXN-20661748,Transport
Lab tests TXN-39694591,Healthcare
Oil change cost me 43.97,Transport
i spent 165.53 on car insurance,Transport
electronics store,Shopping
Spent $108.01 on Uber trip,Transport
hulu subscription cost $177.94,Subscription
Whole Foods Nicoleberg,Food
Language learning app cost $352.01,Education
pizza delivery 01/16,Food
Spent $172.08 on Dining at Olive Garden,Food
Escape room,Entertainment
Pet food 01/29,Other
$381.62 for Furniture store this morning,Shopping
Movie theater 03/25,Entertainment
Physical therapy cost me 218.26,Healthcare
I bought Tutoring session $437.58 yesterday,Education
Department store TXN-20901059,Shopping
had to pay $462.32 for Gas bill,Utilities
bought vitamins and supplements for $259.52 on 01/10,Healthcare
bought costco groceries for $310.75,Food
Theme park,Entertainment
Property tax $218.96 this morning,Housing
donation txn-83566950,Other
had to pay $341.19 for Phone bill AT&T,Utilities
Physical therapy cost me 485.44,Healthcare
subway pass 02/17,Transport
Paid $445.22 for Physical therapy last month,Healthcare
Lab tests $240.72 yesterday,Healthcare
bowling 02/05,Entertainment
Workshop fee 04/20,Education
Gas station 02/23,Transport
Starbucks $27.10,Food
Book purchase TXN-12185955,Other
purchased Concert tickets for $86.90,Entertainment
Spent 219.56 on Costco groceries,Food
trash collection,Utilities
Home decor New Emily,Shopping
Escape room,Entertainment
Department store TXN-90405952,Shopping
Bus ticket TXN-59731658,Transport
I spent 464.57 on Electric bill on Monday,Utilities
Paid $305.89 for Taxi,Transport
trash collection txn-08660152,Utilities
car repair 01/21,Transport
Gift cost me 49.70,Other
Book purchase,Other
Gas bill TXN-55639996,Utilities
lab tests,Healthcare
purchased Electronics store for $470.41,Shopping
bought trash collection for $227.61 this morning,Utilities
PlayStation Plus $346.31,Subscription
Spent 326.24 on Bowling,Entertainment
tuition payment 03/07,Education
gas bill cost $292.59 this morning,Utilities
I spent $470.42 on Rent payment yesterday,Housing
paid $435.67 for apartment rent,Housing
Health insurance premium cost $32.12,Healthcare
Paid 421.29 for Lab tests,Healthcare
Concert tickets TXN-52764455,Entertainment
Paid $84.55 for Netflix subscription,Subscription
Bought Bowling for $128.63,Entertainment
spotify premium,Subscription
Workshop fee East Cherylfurt,Education
Hulu subscription,Subscription
I bought Language learning app $206.05 YFEQUf,Education
spent 498.18 on starbucks,Food
Internet service,Utilities
online shopping order,Shopping
Spent $453.03 on Zoo visit oufids,Entertainment
Pharmacy prescription cost me 81.88,Healthcare
paid $383.94 for concert tickets last week,Entertainment
Paid 136.05 for Gift on Monday,Other
had to pay $374.87 for HBO Max,Subscription
I spent 159.85 on Electric bill,Utilities
$210.91 for tuition payment,Education
Movie theater 02/22,Entertainment
had to pay $306.32 for icloud storage,Subscription
Spent $351.88 on Lyft ride last month,Transport
maintenance 04/10 PUrWRa,Housing
Cell phone bill TXN-65031957,Utilities
Escape room,Entertainment
Phone bill AT&T $160.06 on Monday,Utilities
Urgent care visit Bendershire,Healthcare
Charged $74.28 to Movie theater last week,Entertainment
Spent 282.81 on Pet food,Other
Spent $310.26 on Donation,Other
lunch at work cost $193.72 last month,Food
Internet service TXN-97775751,Utilities
Dry cleaning TXN-42494379,Other
I paid $49.44 at Textbook purchase,Education
I spent 351.76 on Clothing store,Shopping
property tax txn-42013396,Housing
doctor copay txn-60389541,Other
Adobe Creative Cloud TXN-39134370,Subscription
I paid $244.60 at HOA fees,Housing
I bought Dry cleaning $24.12,Other
subway pass,Transport
Comedy show 02/19,Entertainment
spent 60.26 on amazon purchase,Shopping
$106.55 for Workshop fee,Education
Certification exam TXN-48286091,Education
paid $241.12 for escape room,Entertainment
Bus ticket 02/08,Transport
spent $373.75 on cell phone bill,Utilities
home insurance 01/11,Housing
Lab tests TXN-68791384,Healthcare
spent 486.82 on electric bill,Utilities
Doctor copay TXN-23598072 SCHlWd,Other
Rent payment 02/27,Housing
amazon prime 04/12,Subscription
Gift cost $410.84,Other
Dry cleaning North Julia,Other
I bought Rent payment $357.94,Housing
I spent 232.01 on Trash collection,Utilities
kfc,Food
i spent $106.70 on lunch at work,Food
Paid 313.71 for Gas bill,Utilities
purchased PlayStation Plus for $170.92 yesterday,Subscription
charged $176.99 to bowling,Entertainment
i bought gift $175.04,Other
health insurance premium powellton,Healthcare
Property tax Sheriport,Housing
Paid 107.01 for Language learning app,Education
Paid $261.69 for Costco groceries on 02/13,Food
therapy session 02/18,Healthcare
Mortgage,Housing
Paid $122.94 for Concert tickets,Entertainment
language learning app 02/24,Education
i spent 41.34 on water bill,Utilities
Coffee shop $400.94,Food
Lab tests,Healthcare
Online course,Education
I spent $349.08 on Audible membership last month,Subscription
Movie theater North Adrian,Entertainment
i spent $172.18 on dental checkup,Healthcare
$307.47 for Physical therapy today,Healthcare
Trash collection Danielport,Utilities
Comedy show,Entertainment
i spent $257.12 on gas station on 01/19,Transport
i paid $365.11 at therapy session,Healthcare
Charged $205.97 to Pizza delivery,Food
Electronics store cost $198.03,Shopping
bought theme park for $196.62,Entertainment
Paid 206.74 for Doctor visit,Healthcare
Zoo visit TXN-20558000,Entertainment
Charged $113.49 to Zoo visit,Entertainment
i bought pharmacy $472.58,Other
Maintenance 01/12,Housing
Costco groceries,Food
i paid $107.40 at amazon prime,Subscription
Spent $462.85 on Book purchase on 01/05,Other
I paid $438.04 at Pizza delivery,Food
I paid $324.30 at Home insurance,Housing
spent 120.24 on oil change today,Transport
gas bill txn-38802935 IajdNq,Utilities
Udemy course,Education
Spent $435.90 on Subway pass,Transport
Escape room cost $339.60,Entertainment
lab tests cost me 219.75,Healthcare
lab tests north christopherfort,Healthcare
Amazon Prime 02/26,Subscription
Amazon Prime Nelsonton,Subscription
charged $471.19 to language learning app,Education
Parking ticket cost $109.64,Transport
Pizza delivery,Food
Adobe Creative Cloud cost me 447.93,Subscription
Property tax TXN-83866593,Housing
workshop fee cost me 243.38 today,Education
Heating bill Williambury,Utilities
home insurance,Housing
shoes purchase $286.23,Shopping
trash collection clarkport,Utilities
I spent 369.16 on Online course last month,Education
Paid 498.21 for Haircut on 02/28,Other
I bought House payment $173.08,Housing
Spent 359.57 on Mortgage this week,Housing
Taxi cost $159.50 on 01/14,Transport
I paid $250.61 at Bus ticket,Transport
Dry cleaning Port Juliemouth,Other
Tutoring session TXN-74841592,Education
Donation Port Nicolefurt,Other
Water bill,Utilities
Physical therapy,Healthcare
Water bill TXN-84318633 XHOAda,Utilities
PlayStation Plus $461.28,Subscription
purchased Book purchase for $204.31,Other
Zoo visit West Darrenport,Entertainment
Dining at Olive Garden cost $103.28,Food
had to pay $140.98 for McDonalds,Food
Bought Bowling for $216.20 today,Entertainment
i spent $336.96 on home decor today,Shopping
Apartment rent,Housing
kfc west tammy,Food
I spent $190.66 on Home insurance,Housing
purchased heating bill for $232.51,Utilities
I bought House payment $423.83,Housing
Donation Veronicaton,Other
Bought Target groceries for $76.55,Food
$408.93 for Zoo visit on 03/16 ecSPcu,Entertainment
Spent $287.12 on Walmart groceries this morning,Food
Paid $448.69 for Haircut,Other
Paid 359.82 for Clothing store on 01/08,Shopping
Property tax cost me 437.46,Housing
Paid $87.89 for Walmart groceries,Food
I spent 281.63 on Online shopping order,Shopping
i paid $337.72 at lunch at work,Food
certification exam cost me 331.47,Education
I spent $149.04 on Car repair,Transport
Spent 29.84 on Apple Music,Subscription
Apartment rent TXN-27107096,Housing
Lab tests TXN-98702329,Healthcare
uber trip txn-65045015,Transport
Trash collection,Utilities
Car insurance,Transport
Spent 452.84 on Property tax,Housing
Haircut TXN-78487314,Other
Paid 70.82 for Shoes purchase on 04/11,Shopping
Water bill New Frank,Utilities
textbook purchase 02/02,Education
Pharmacy 02/06,Other
phone bill at&t 02/16,Utilities
Paid $437.42 for Jewelry purchase,Shopping
Water bill West Patricia,Utilities
Bought Furniture store for $141.08,Shopping
heating bill cost $197.58,Utilities
Spent 324.61 on Donation last month,Other
Bought Shoes purchase for $461.90 yesterday,Shopping
costco groceries,Food
I paid $239.18 at Car insurance,Transport
had to pay $413.42 for Apartment rent on 04/03,Housing
Amazon Prime North Olivia,Subscription
Paid 262.95 for Language learning app,Education
Bought Electronics store for $107.90 on Monday,Shopping
Language learning app,Education
Spent 214.42 on Tuition payment jTZhYk,Education
Book purchase TXN-83516818,Other
Paid 139.38 for Dry cleaning,Other
Udemy course $131.63,Education
Adobe Creative Cloud 04/11,Subscription
had to pay $262.04 for Doctor visit,Healthcare
Taxi TXN-38797262,Transport
had to pay $240.40 for shoes purchase,Shopping
I paid $195.38 at Donation,Other
I spent $161.18 on Coursera subscription,Education
mortgage txn-98470488,Housing
Charged $341.07 to Karaoke night,Entertainment
i spent 210.80 on restaurant dinner,Food
Lyft ride,Transport
Movie theater,Entertainment
Property tax 02/26,Housing
I spent 398.64 on Costco groceries last month,Food
netflix subscription cost me 197.91,Subscription
Shoes purchase Aaronport,Shopping
purchased Amazon Prime for $195.94,Subscription
Heating bill Youngville,Utilities
